"Season","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG"
"2019","71684","166651","186516","42039","25947","8531","785","6776","23467","22471","15895","753","42823","1984","1150","776","3463","2280","832",".252"
